1,2020-12-31T11:39:19Z,tik 10
1,2020-12-31T11:39:21Z,tik 9
1,2020-12-31T11:39:23Z,tik 8
1,2020-12-31T11:39:25Z,tik 7
1,2020-12-31T11:39:27Z,tik 6
1,2020-12-31T11:39:29Z,tik 5
1,2020-12-31T11:39:31Z,tik 4
1,2020-12-31T11:39:33Z,tik 3
1,2020-12-31T11:39:35Z,tik 2
1,2020-12-31T11:39:37Z,tik 1
1,2020-12-31T11:39:39Z,tik 0
1,2020-12-31T11:39:39Z,boom !!
